x_0 f(x)	
0.00204	0
0.002048	0
0.002056	0
0.002064	-0.04
0.002072	0
0.00208	0
0.002088	0
0.002096	0
0.002104	0
0.002112	0
0.00212	0
0.002128	0
0.002136	0
0.002144	0
0.002152	0
0.00216	0
0.002168	0
0.002176	0
0.002184	0
0.002192	0
0.0022	0
0.002208	0
0.002216	-0.04
0.002224	0
0.002232	0
0.00224	0
0.002248	0
0.002256	0
0.002264	0
0.002272	0
0.00228	0
0.002288	0
0.002296	0
0.002304	0
0.002312	0
0.00232	0
0.002328	0
0.002336	0
0.002344	0
0.002352	0
0.00236	0
0.002368	0
0.002376	0
0.002384	0
0.002392	0
0.0024	0
0.002408	0
0.002416	0
0.002424	0
0.002432	0
0.00244	0
0.002448	0
0.002456	0
0.002464	0
0.002472	0
0.00248	0
0.002488	0
0.002496	0
0.002504	0
0.002512	0
0.00252	0
0.002528	0
0.002536	0
0.002544	0
0.002552	0
0.00256	0
0.002568	3.48
0.002576	3.48
0.002584	0
0.002592	0
0.0026	0
0.002608	0
0.002616	-0.04
0.002624	-0.04
0.002632	0
0.00264	0
0.002648	0
0.002656	0
0.002664	0
0.002672	0
0.00268	0
0.002688	0
0.002696	0
0.002704	0
0.002712	-0.04
0.00272	0
0.002728	0
0.002736	0
0.002744	-0.04
0.002752	0
0.00276	0
0.002768	0
0.002776	0
0.002784	0
0.002792	0
0.0028	0
0.002808	0
0.002816	0
0.002824	0
0.002832	0
0.00284	0
0.002848	0
0.002856	0
0.002864	0
0.002872	0
0.00288	0
0.002888	0
0.002896	0
0.002904	-0.04
0.002912	0
0.00292	0
0.002928	0
0.002936	0
0.002944	0
0.002952	0
0.00296	0
0.002968	0
0.002976	0
0.002984	0
0.002992	0
0.003	0
0.003008	0
0.003016	0
0.003024	0
0.003032	0
0.00304	0
0.003048	0
0.003056	0
0.003064	0
0.003072	0
0.00308	0
0.003088	0
0.003096	0
0.003104	0
0.003112	0
0.00312	0
0.003128	0
0.003136	0
0.003144	0
0.003152	0
0.00316	0
0.003168	0
0.003176	0
0.003184	0
0.003192	0
0.0032	0
0.003208	0
0.003216	0
0.003224	0
0.003232	0
0.00324	0
0.003248	0
0.003256	0
0.003264	0
0.003272	0
0.00328	0
0.003288	0
0.003296	0
0.003304	0
0.003312	0
0.00332	0
0.003328	0
0.003336	0
0.003344	0
0.003352	0
0.00336	0
0.003368	0
0.003376	0
0.003384	0
0.003392	0
0.0034	0
0.003408	0
0.003416	0
0.003424	0
0.003432	0
0.00344	0
0.003448	0
0.003456	0
0.003464	0
0.003472	0
0.00348	0
0.003488	0
0.003496	0
0.003504	0
0.003512	0
0.00352	0
0.003528	0
0.003536	0
0.003544	0
0.003552	0
0.00356	0
0.003568	0
0.003576	0
0.003584	0
0.003592	0
0.0036	0
0.003608	0
0.003616	0
0.003624	0
0.003632	0
0.00364	0
0.003648	0
0.003656	0
0.003664	0
0.003672	0
0.00368	0
0.003688	0
0.003696	0
0.003704	0
0.003712	0
0.00372	0
0.003728	0
0.003736	0
0.003744	0
0.003752	0
0.00376	0
0.003768	0
0.003776	0
0.003784	0
0.003792	0
0.0038	0
0.003808	0
0.003816	0
0.003824	0
0.003832	0
0.00384	0
0.003848	0
0.003856	0
0.003864	0
0.003872	0
0.00388	0
0.003888	0
0.003896	0
0.003904	0
0.003912	0
0.00392	0
0.003928	0
0.003936	0
0.003944	0
0.003952	0
0.00396	0
0.003968	0
0.003976	0
0.003984	0
0.003992	0
0.004	0
0.004008	0
0.004016	0
0.004024	0
0.004032	0
0.00404	0
0.004048	0
0.004056	0
0.004064	0
0.004072	0
0.00408	0
0.004088	0
0.004096	0
0.004104	0
0.004112	0
0.00412	0
0.004128	0
0.004136	0
0.004144	0
0.004152	0
0.00416	0
0.004168	0
0.004176	0
0.004184	0
0.004192	0
0.0042	0
0.004208	0
0.004216	0
0.004224	0
0.004232	0
0.00424	0
0.004248	0
0.004256	0
0.004264	0
0.004272	0
0.00428	0
0.004288	0
0.004296	0
0.004304	0
0.004312	0
0.00432	0
0.004328	0
0.004336	0
0.004344	0
0.004352	0
0.00436	0
0.004368	0
0.004376	0
0.004384	0
0.004392	0
0.0044	0
0.004408	0
0.004416	0
0.004424	0
0.004432	0
0.00444	0
0.004448	0
0.004456	0
0.004464	0
0.004472	0
0.00448	0
0.004488	0
0.004496	0
0.004504	0
0.004512	0
0.00452	0
0.004528	0
0.004536	0
0.004544	0
0.004552	0
0.00456	0
0.004568	0
0.004576	0
0.004584	0
0.004592	0
0.0046	0
0.004608	0
0.004616	0
0.004624	0
0.004632	0
0.00464	-0.04
0.004648	0
0.004656	0
0.004664	0
0.004672	0
0.00468	0
0.004688	0
0.004696	0
0.004704	0
0.004712	0
0.00472	0
0.004728	0
0.004736	0
0.004744	0
0.004752	0
0.00476	0
0.004768	0
0.004776	0
0.004784	0
0.004792	0
0.0048	0
0.004808	0
0.004816	0
0.004824	0
0.004832	0
0.00484	0
0.004848	0
0.004856	0
0.004864	0
0.004872	0
0.00488	0
0.004888	0
0.004896	0
0.004904	0
0.004912	0
0.00492	0
0.004928	0
0.004936	0
0.004944	0
0.004952	0
0.00496	0
0.004968	0
0.004976	0
0.004984	0
0.004992	0
0.005	0
0.005008	0
0.005016	0
0.005024	0
0.005032	0
0.00504	0
0.005048	0
0.005056	0
0.005064	0
0.005072	0
0.00508	0
0.005088	0
0.005096	0
0.005104	0
0.005112	0
0.00512	0
0.005128	0
0.005136	0
0.005144	0
0.005152	0
0.00516	0
0.005168	0
0.005176	0
0.005184	0
0.005192	0
0.0052	0
0.005208	0
0.005216	0
0.005224	0
0.005232	0
0.00524	0
0.005248	0
0.005256	0
0.005264	0
0.005272	0
0.00528	0
0.005288	0
0.005296	0
0.005304	0
0.005312	0
0.00532	0
0.005328	0
0.005336	0
0.005344	0
0.005352	0
0.00536	0
0.005368	0
0.005376	0
0.005384	0
0.005392	0
0.0054	0
0.005408	0
0.005416	0
0.005424	0
0.005432	0
0.00544	0
0.005448	0
0.005456	0
0.005464	0
0.005472	0
0.00548	0
0.005488	0
0.005496	0
0.005504	0
0.005512	0
0.00552	0
0.005528	0
0.005536	0
0.005544	0
0.005552	0
0.00556	0
0.005568	0
0.005576	0
0.005584	0
0.005592	0
0.0056	0
0.005608	0
0.005616	0
0.005624	0
0.005632	0
0.00564	0
0.005648	0
0.005656	0
0.005664	0
0.005672	0
0.00568	0
0.005688	0
0.005696	0
0.005704	0
0.005712	0
0.00572	0
0.005728	0
0.005736	0
0.005744	0
0.005752	0
0.00576	0
0.005768	0
0.005776	0
0.005784	0
0.005792	0
0.0058	0
0.005808	0
0.005816	0
0.005824	0
0.005832	0
0.00584	0
0.005848	0
0.005856	0
0.005864	0
0.005872	-0.04
0.00588	0
0.005888	0
0.005896	0
0.005904	0
0.005912	0
0.00592	0
0.005928	0
0.005936	0
0.005944	0
0.005952	0
0.00596	0
0.005968	0
0.005976	0
0.005984	0
0.005992	0
0.006	0
0.006008	0
0.006016	0
0.006024	0
0.006032	0
0.00604	0
0.006048	0
0.006056	0
0.006064	0
0.006072	0
0.00608	0
0.006088	0
0.006096	0
0.006104	0
0.006112	0
0.00612	0
0.006128	0
0.006136	0
0.006144	0
0.006152	0
0.00616	0
0.006168	0
0.006176	0
0.006184	0
0.006192	0
0.0062	0
0.006208	0
0.006216	0
0.006224	0
0.006232	0
0.00624	0
0.006248	0
0.006256	0
0.006264	0
0.006272	0
0.00628	0
0.006288	0
0.006296	0
0.006304	0
0.006312	0
0.00632	0
0.006328	0
0.006336	0
0.006344	0
0.006352	0
0.00636	0
0.006368	0
0.006376	0
0.006384	0
0.006392	0
0.0064	0
0.006408	0
0.006416	0
0.006424	0
0.006432	0
0.00644	0
0.006448	0
0.006456	0
0.006464	0
0.006472	0
0.00648	0
0.006488	0
0.006496	0
0.006504	0
0.006512	0
0.00652	0
0.006528	0
0.006536	0
0.006544	0
0.006552	0
0.00656	0
0.006568	0
0.006576	0
0.006584	0
0.006592	0
0.0066	0
0.006608	0
0.006616	0
0.006624	0
0.006632	0
0.00664	0
0.006648	0
0.006656	0
0.006664	0
0.006672	0
0.00668	0
0.006688	0
0.006696	0
0.006704	0
0.006712	0
0.00672	0
0.006728	0
0.006736	0
0.006744	0
0.006752	0
0.00676	0
0.006768	0.04
0.006776	0
0.006784	0
0.006792	0
0.0068	0
0.006808	0
0.006816	0
0.006824	0
0.006832	0
0.00684	0
0.006848	0
0.006856	0
0.006864	0
0.006872	0
0.00688	0
0.006888	0
0.006896	0
0.006904	0
0.006912	0
0.00692	0
0.006928	0
0.006936	0
0.006944	0
0.006952	0
0.00696	0
0.006968	0
0.006976	0
0.006984	0
0.006992	0
0.007	0
0.007008	0
0.007016	0
0.007024	0
0.007032	0
0.00704	0
0.007048	0
0.007056	0
0.007064	0
0.007072	0
0.00708	0
0.007088	0
0.007096	0
0.007104	0
0.007112	0
0.00712	0
0.007128	0
0.007136	0
0.007144	0
0.007152	0
0.00716	0
0.007168	0
0.007176	0
0.007184	0
0.007192	0
0.0072	0
0.007208	0
0.007216	0
0.007224	0
0.007232	0
0.00724	0
0.007248	0
0.007256	0
0.007264	0
0.007272	0
0.00728	0
0.007288	0
0.007296	0
0.007304	0
0.007312	0
0.00732	0
0.007328	0
0.007336	0
0.007344	0
0.007352	0
0.00736	0
0.007368	0
0.007376	0
0.007384	0
0.007392	0
0.0074	0
0.007408	0
0.007416	0
0.007424	0
0.007432	0
0.00744	0
0.007448	0
0.007456	0
0.007464	0
0.007472	0
0.00748	0
0.007488	0
0.007496	0
0.007504	0
0.007512	0
0.00752	0
0.007528	0
0.007536	0
0.007544	0
0.007552	0
0.00756	0
0.007568	0
0.007576	0
0.007584	0
0.007592	0
0.0076	0
0.007608	0
0.007616	0
0.007624	0
0.007632	0
0.00764	0
0.007648	0
0.007656	0
0.007664	0
0.007672	0
0.00768	0
0.007688	0
0.007696	0
0.007704	0
0.007712	0
0.00772	0
0.007728	0
0.007736	0
0.007744	0
0.007752	0
0.00776	0
0.007768	0
0.007776	0
0.007784	0
0.007792	0
0.0078	0
0.007808	0
0.007816	0
0.007824	0
0.007832	0
0.00784	0
0.007848	0
0.007856	0
0.007864	0
0.007872	0
0.00788	0
0.007888	0
0.007896	0
0.007904	0
0.007912	0
0.00792	0
0.007928	0
0.007936	0
0.007944	0
0.007952	0
0.00796	0
0.007968	0
0.007976	0
0.007984	0
0.007992	0
0.008	0
0.008008	0
0.008016	0
0.008024	0
0.008032	0
0.00804	0
0.008048	0
0.008056	0
0.008064	0
0.008072	0
0.00808	0
0.008088	0
0.008096	0
0.008104	0
0.008112	0
0.00812	0
0.008128	0
0.008136	0
0.008144	0
0.008152	0
0.00816	0
0.008168	0
0.008176	0
0.008184	0
0.008192	0
0.0082	0
0.008208	0
0.008216	0
0.008224	0
0.008232	0
0.00824	0
0.008248	0
0.008256	0
0.008264	0
0.008272	0
0.00828	0
0.008288	0
0.008296	0
0.008304	0
0.008312	0
0.00832	0
0.008328	0
0.008336	0
0.008344	0
0.008352	0
0.00836	0
0.008368	0
0.008376	0
0.008384	0
0.008392	0
0.0084	0
0.008408	0
0.008416	0
0.008424	0
0.008432	0
0.00844	0
0.008448	0
0.008456	0
0.008464	0
0.008472	0
0.00848	0
0.008488	0
0.008496	0
0.008504	0
0.008512	0
0.00852	0
0.008528	0
0.008536	0
0.008544	0
0.008552	0
0.00856	0
0.008568	0
0.008576	0
0.008584	0
0.008592	0
0.0086	0
0.008608	0
0.008616	0
0.008624	0
0.008632	0
0.00864	0
0.008648	0
0.008656	0
0.008664	0
0.008672	0
0.00868	0
0.008688	0
0.008696	0
0.008704	0
0.008712	0
0.00872	0
0.008728	0
0.008736	0
0.008744	0
0.008752	0
0.00876	0
0.008768	0
0.008776	0
0.008784	0
0.008792	0
0.0088	0
0.008808	0
0.008816	0
0.008824	0
0.008832	0
0.00884	0
0.008848	0
0.008856	0
0.008864	0
0.008872	0
0.00888	0
0.008888	0
0.008896	0
0.008904	0
0.008912	0
0.00892	0
0.008928	0
0.008936	0
0.008944	0
0.008952	0
0.00896	0
0.008968	0
0.008976	0
0.008984	0
0.008992	0
0.009	0
0.009008	-0.04
0.009016	0
0.009024	0
0.009032	0
0.00904	0
0.009048	0
0.009056	0
0.009064	0
0.009072	0
0.00908	0
0.009088	0
0.009096	0
0.009104	0
0.009112	0
0.00912	0
0.009128	0
0.009136	0
0.009144	0
0.009152	0
0.00916	0
0.009168	0
0.009176	0
0.009184	0
0.009192	0
0.0092	0
0.009208	0
0.009216	0
0.009224	0
0.009232	0
0.00924	0
0.009248	0
0.009256	0
0.009264	0
0.009272	0
0.00928	0
0.009288	0
0.009296	0
0.009304	0
0.009312	0
0.00932	0
0.009328	0
0.009336	0
0.009344	0
0.009352	0
0.00936	0
0.009368	0
0.009376	0
0.009384	0
0.009392	0
0.0094	0
0.009408	0
0.009416	0
0.009424	0
0.009432	0
0.00944	0
0.009448	0
0.009456	0
0.009464	0
0.009472	0
0.00948	0
0.009488	0
0.009496	0
0.009504	0
0.009512	0
0.00952	0
0.009528	0
0.009536	0
0.009544	0
0.009552	0
0.00956	0
0.009568	0
0.009576	0
0.009584	0
0.009592	0
0.0096	0
0.009608	0
0.009616	0
0.009624	0
0.009632	0
0.00964	0
0.009648	0
0.009656	0
0.009664	0
0.009672	0
0.00968	0
0.009688	0
0.009696	0
0.009704	0
0.009712	0
0.00972	0
0.009728	0
0.009736	0
0.009744	0
0.009752	0
0.00976	0
0.009768	0
0.009776	0
0.009784	0
0.009792	0
0.0098	0
0.009808	0
0.009816	0
0.009824	0
0.009832	0
0.00984	0
0.009848	0
0.009856	0
0.009864	0
0.009872	0
0.00988	0
0.009888	0
0.009896	0
0.009904	0
0.009912	0
0.00992	0
0.009928	0
0.009936	0
0.009944	0
0.009952	0
0.00996	0
0.009968	0
0.009976	0
0.009984	0
0.009992	0
0.01	0
0.010008	0
0.010016	0
0.010024	0
0.010032	0
0.01004	0
0.010048	0
0.010056	0
0.010064	0
0.010072	0
0.01008	0
0.010088	0
0.010096	0
0.010104	0
0.010112	0
0.01012	0
0.010128	0
0.010136	0
0.010144	0
0.010152	0
0.01016	0
0.010168	0
0.010176	0
0.010184	0
0.010192	0
0.0102	0
0.010208	0
0.010216	0
0.010224	0
0.010232	0
0.01024	0
0.010248	0
0.010256	0
0.010264	0
0.010272	0
0.01028	0
0.010288	0
0.010296	0
0.010304	0
0.010312	0
0.01032	0
0.010328	0
0.010336	0
0.010344	0
0.010352	0
0.01036	0
0.010368	0
0.010376	0
0.010384	0
0.010392	0
0.0104	0
0.010408	0
0.010416	0
0.010424	0
0.010432	0
0.01044	0
0.010448	0
0.010456	0
0.010464	0
0.010472	0
0.01048	0
0.010488	0
0.010496	0
0.010504	0
0.010512	0
0.01052	0
0.010528	0
0.010536	0
0.010544	0
0.010552	0
0.01056	0
0.010568	0
0.010576	0
0.010584	0
0.010592	0
0.0106	0
0.010608	0
0.010616	0
0.010624	0
0.010632	0
0.01064	0
0.010648	0
0.010656	0
0.010664	0
0.010672	0
0.01068	0
0.010688	0
0.010696	0
0.010704	0
0.010712	0
0.01072	0
0.010728	0
0.010736	0
0.010744	0
0.010752	0
0.01076	0
0.010768	0
0.010776	0
0.010784	0
0.010792	0
0.0108	0
0.010808	0
0.010816	0
0.010824	0
0.010832	0
0.01084	0
0.010848	0
0.010856	0
0.010864	0
0.010872	0
0.01088	-0.04
0.010888	0
0.010896	0
0.010904	0
0.010912	0
0.01092	0
0.010928	0
0.010936	0
0.010944	0
0.010952	0
0.01096	0
0.010968	0
0.010976	0
0.010984	0
0.010992	0
0.011	0
0.011008	0
0.011016	0
0.011024	0
0.011032	0
0.01104	0
0.011048	0
0.011056	0
0.011064	0
0.011072	0
0.01108	0
0.011088	0
0.011096	0
0.011104	0
0.011112	0
0.01112	0
0.011128	0
0.011136	0
0.011144	0
0.011152	0
0.01116	0
0.011168	0
0.011176	0
0.011184	0
0.011192	0
0.0112	0
0.011208	0
0.011216	0
0.011224	0
0.011232	0
0.01124	0
0.011248	0
0.011256	0
0.011264	0
0.011272	0
0.01128	0
0.011288	0
0.011296	0
0.011304	0
0.011312	0
0.01132	0
0.011328	0
0.011336	0
0.011344	0
0.011352	0
0.01136	0
0.011368	0
0.011376	0
0.011384	0
0.011392	0
0.0114	0
0.011408	0
0.011416	0
0.011424	0
0.011432	0
0.01144	0
0.011448	0
0.011456	0
0.011464	0
0.011472	0
0.01148	0
0.011488	0
0.011496	0
0.011504	0
0.011512	0
0.01152	0
0.011528	0
0.011536	0
0.011544	0
0.011552	0
0.01156	0
0.011568	0
0.011576	0
0.011584	0
0.011592	0
0.0116	0
0.011608	0
0.011616	0
0.011624	0
0.011632	0
0.01164	0
0.011648	0
0.011656	0
0.011664	0
0.011672	0
0.01168	0
0.011688	0
0.011696	0
0.011704	0
0.011712	0
0.01172	0
0.011728	0
0.011736	0
0.011744	0
0.011752	0
0.01176	0
0.011768	0
0.011776	0
0.011784	0
0.011792	0
0.0118	0
0.011808	0
0.011816	0
0.011824	0
0.011832	0
0.01184	0
0.011848	0
0.011856	0
0.011864	0
0.011872	0
0.01188	0
0.011888	0
0.011896	0
0.011904	0
0.011912	0
0.01192	0
0.011928	0
0.011936	0
0.011944	0
0.011952	0
0.01196	0
0.011968	0
0.011976	0
0.011984	0
0.011992	0
0.012	0
0.012008	0
0.012016	0
0.012024	0
0.012032	0
0.01204	0
0.012048	0
0.012056	0
0.012064	0
0.012072	0
0.01208	0
0.012088	0
0.012096	0
0.012104	0
0.012112	0
0.01212	0
0.012128	0
0.012136	0
0.012144	0
0.012152	0
0.01216	0
0.012168	0
0.012176	0
0.012184	0
0.012192	0
0.0122	0
0.012208	0
0.012216	0
0.012224	0
0.012232	0
0.01224	0
0.012248	0
0.012256	0
0.012264	0
0.012272	0
0.01228	0
0.012288	0
0.012296	0
0.012304	0
0.012312	0
0.01232	0
0.012328	0
0.012336	0
0.012344	0
0.012352	0
0.01236	0
0.012368	0
0.012376	0
0.012384	0
0.012392	0
0.0124	0
0.012408	0
0.012416	0
0.012424	0
0.012432	0
0.01244	0
0.012448	0
0.012456	0
0.012464	0
0.012472	0
0.01248	0
0.012488	0
0.012496	0
0.012504	0
0.012512	0
0.01252	0
0.012528	0
0.012536	0
0.012544	0
0.012552	0
0.01256	0
0.012568	0
0.012576	0
0.012584	0
0.012592	0
0.0126	0
0.012608	0
0.012616	0
0.012624	0
0.012632	0
0.01264	0
0.012648	0
0.012656	0
0.012664	0
0.012672	0
0.01268	0
0.012688	0
0.012696	0
0.012704	0
0.012712	0
0.01272	0
0.012728	0
0.012736	0
0.012744	0
0.012752	0
0.01276	0
0.012768	0
0.012776	0
0.012784	0
0.012792	0
0.0128	0
0.012808	0
0.012816	0
0.012824	0
0.012832	0
0.01284	0
0.012848	0
0.012856	0
0.012864	0
0.012872	0
0.01288	0
0.012888	0
0.012896	0
0.012904	0
0.012912	0
0.01292	0
0.012928	0
0.012936	0
0.012944	0
0.012952	0
0.01296	0
0.012968	0
0.012976	0
0.012984	0
0.012992	0
0.013	0
0.013008	0
0.013016	0
0.013024	0
0.013032	0
0.01304	0
0.013048	0
0.013056	0
0.013064	0
0.013072	0
0.01308	0
0.013088	0
0.013096	0
0.013104	0
0.013112	0
0.01312	0
0.013128	0
0.013136	0
0.013144	0
0.013152	0
0.01316	0
0.013168	0
0.013176	0
0.013184	0
0.013192	0
0.0132	0
0.013208	0
0.013216	0
0.013224	0
0.013232	-0.04
0.01324	0
0.013248	0
0.013256	0
0.013264	0
0.013272	0
0.01328	0
0.013288	0
0.013296	0
0.013304	0
0.013312	0
0.01332	0
0.013328	0
0.013336	0
0.013344	0
0.013352	0
0.01336	0
0.013368	0
0.013376	0
0.013384	0
0.013392	0
0.0134	-0.04
0.013408	0
0.013416	-0.04
0.013424	0
0.013432	0
0.01344	0
0.013448	0
0.013456	0
0.013464	0
0.013472	0
0.01348	0
0.013488	0
0.013496	0
0.013504	0
0.013512	0
0.01352	0
0.013528	0
0.013536	0
0.013544	0
0.013552	0
0.01356	0
0.013568	0
0.013576	0
0.013584	0
0.013592	0
0.0136	0
0.013608	0
0.013616	0
0.013624	0
0.013632	0
0.01364	0
0.013648	0
0.013656	0
0.013664	0
0.013672	0
0.01368	0
0.013688	0
0.013696	0
0.013704	0
0.013712	0
0.01372	0
0.013728	0
0.013736	0
0.013744	0
0.013752	0
0.01376	0
0.013768	0
0.013776	0
0.013784	0
0.013792	0
0.0138	0
0.013808	0
0.013816	0
0.013824	0
0.013832	0
0.01384	0
0.013848	0
0.013856	0
0.013864	0
0.013872	0
0.01388	0
0.013888	0
0.013896	0
0.013904	0
0.013912	0
0.01392	0
0.013928	0
0.013936	0
0.013944	0
0.013952	0
0.01396	0
0.013968	0
0.013976	0
0.013984	0
0.013992	0
0.014	0
0.014008	0
0.014016	0
0.014024	0
0.014032	0
0.01404	0
0.014048	0
0.014056	0
0.014064	0
0.014072	0
0.01408	0
0.014088	0
0.014096	0
0.014104	0
0.014112	0
0.01412	0
0.014128	0
0.014136	0
0.014144	0
0.014152	0
0.01416	0
0.014168	0
0.014176	0
0.014184	0
0.014192	0
0.0142	0
0.014208	0
0.014216	0
0.014224	0
0.014232	0
0.01424	0
0.014248	0
0.014256	0
0.014264	0
0.014272	0
0.01428	0
0.014288	0
0.014296	0
0.014304	0
0.014312	0
0.01432	0
0.014328	0
0.014336	0
0.014344	0
0.014352	0
0.01436	0
0.014368	0
0.014376	0
0.014384	0
0.014392	0
0.0144	0
0.014408	0
0.014416	0
0.014424	0
0.014432	0
0.01444	0
0.014448	0
0.014456	0
0.014464	0
0.014472	0
0.01448	0
0.014488	0
0.014496	0
0.014504	0
0.014512	0
0.01452	0
0.014528	0
0.014536	0
0.014544	0
0.014552	0
0.01456	0
0.014568	0
0.014576	0
0.014584	0
0.014592	0
0.0146	0
0.014608	0
0.014616	0
0.014624	0
0.014632	0
0.01464	0
0.014648	0
0.014656	0
0.014664	0
0.014672	0
0.01468	0
0.014688	0
0.014696	0
0.014704	0
0.014712	0
0.01472	0
0.014728	0
0.014736	0
0.014744	0
0.014752	0
0.01476	0
0.014768	0
0.014776	0
0.014784	0
0.014792	0
0.0148	0
0.014808	0
0.014816	0
0.014824	0
0.014832	0
0.01484	0
0.014848	0
0.014856	0
0.014864	0
0.014872	0
0.01488	0
0.014888	0
0.014896	0
0.014904	0
0.014912	0
0.01492	0
0.014928	0
0.014936	0
0.014944	0
0.014952	0
0.01496	0
0.014968	0
0.014976	0
0.014984	0
0.014992	0
0.015	0
0.015008	0
0.015016	0
0.015024	0
0.015032	0
0.01504	0
0.015048	0
0.015056	0
0.015064	0
0.015072	0
0.01508	0
0.015088	0
0.015096	0
0.015104	0
0.015112	0
0.01512	0
0.015128	0
0.015136	0
0.015144	0
0.015152	0
0.01516	0
0.015168	0
0.015176	0
0.015184	0
0.015192	0
0.0152	0
0.015208	0
0.015216	0
0.015224	0
0.015232	0
0.01524	0
0.015248	0
0.015256	0
0.015264	0
0.015272	0
0.01528	0
0.015288	0
0.015296	0
0.015304	0
0.015312	0
0.01532	0
0.015328	0
0.015336	0
0.015344	0
0.015352	0
0.01536	0
0.015368	0
0.015376	0
0.015384	0
0.015392	0
0.0154	0
0.015408	0
0.015416	0
0.015424	0
0.015432	0
0.01544	0
0.015448	0
0.015456	0
0.015464	0
0.015472	0
0.01548	0
0.015488	0
0.015496	0
0.015504	0
0.015512	0
0.01552	0
0.015528	0
0.015536	0
0.015544	0
0.015552	0
0.01556	0
0.015568	0
0.015576	0
0.015584	0
0.015592	0
0.0156	0
0.015608	0
0.015616	0
0.015624	0
0.015632	0
0.01564	0
0.015648	0
0.015656	0
0.015664	0
0.015672	0
0.01568	0
0.015688	0
0.015696	0
0.015704	0
0.015712	0
0.01572	0
0.015728	0
0.015736	0
0.015744	0
0.015752	0
0.01576	0
0.015768	0
0.015776	0
0.015784	0
0.015792	0
0.0158	0
0.015808	0
0.015816	0
0.015824	0
0.015832	0
0.01584	0
0.015848	0
0.015856	0
0.015864	0
0.015872	0
0.01588	0
0.015888	-0.04
0.015896	0
0.015904	0
0.015912	0
0.01592	0
